,id,branch,customerType,gender,prodLine,price,quant,tot,date,time,payment,rating
718,788-21-5741,A,Normal,Male,Fashion accessories,45.38,3.0,142.947,2019-02-17,13:34,Credit card,7.2
719,821-14-9046,B,Member,Female,Fashion accessories,17.48,6.0,110.124,2019-01-18,15:04,Credit card,6.1
720,418-05-0656,B,Normal,Female,Fashion accessories,25.56,7.0,187.86599999999999,2019-02-02,20:42,Cash,7.1
721,678-79-0726,C,Member,Female,Sports and travel,90.63,9.0,856.4535,2019-01-18,15:28,Cash,5.1
722,776-68-1096,B,Normal,Male,Home and lifestyle,44.12,3.0,138.97799999999998,2019-03-18,13:45,Credit card,7.9
723,592-46-1692,C,Member,Female,Food and beverages,36.77,7.0,270.2595,2019-01-11,20:10,Cash,7.4
724,434-35-9162,B,Member,Male,Food and beverages,23.34,4.0,98.02799999999999,2019-02-04,18:53,Ewallet,7.4
725,149-14-0304,C,Member,Female,Health and beauty,28.5,8.0,239.4,2019-02-06,14:24,Cash,6.6
726,442-44-6497,C,Member,Male,Home and lifestyle,55.57,3.0,175.0455,2019-01-08,11:42,Credit card,5.9
727,174-64-0215,B,Normal,Male,Sports and travel,69.74,10.0,732.27,2019-03-05,17:49,Credit card,8.9
728,210-74-9613,C,Normal,Male,Fashion accessories,97.26,4.0,408.49199999999996,2019-03-16,15:33,Ewallet,6.8
729,299-29-0180,B,Member,Female,Home and lifestyle,52.18,7.0,383.523,2019-03-09,10:54,Cash,9.3
730,247-11-2470,A,Member,Female,Fashion accessories,22.32,4.0,93.744,2019-03-01,16:23,Credit card,4.4
731,635-28-5728,A,Normal,Male,Health and beauty,56.0,3.0,176.4,2019-02-28,19:33,Ewallet,4.8
732,756-49-0168,A,Member,Male,Fashion accessories,19.7,1.0,20.685,2019-02-08,11:39,Ewallet,9.5
733,438-23-1242,B,Normal,Male,Electronic accessories,75.88,7.0,557.7180000000001,2019-01-24,10:38,Ewallet,8.9
734,238-45-6950,B,Member,Male,Food and beverages,53.72,1.0,56.406000000000006,2019-03-01,20:03,Ewallet,6.4
735,607-65-2441,C,Member,Male,Health and beauty,81.95,10.0,860.475,2019-03-10,12:39,Credit card,6.0
736,386-27-7606,C,Member,Female,Home and lifestyle,81.2,7.0,596.82,2019-03-23,15:59,Credit card,8.1
737,137-63-5492,C,Normal,Male,Electronic accessories,58.76,10.0,616.98,2019-01-29,14:26,Ewallet,9.0
738,197-77-7132,B,Member,Male,Electronic accessories,91.56,8.0,769.1039999999999,2019-01-12,18:22,Ewallet,6.0
739,805-86-0265,A,Normal,Male,Home and lifestyle,93.96,9.0,887.922,2019-03-20,11:32,Cash,9.8
740,733-29-1227,C,Normal,Male,Home and lifestyle,55.61,7.0,408.7335,2019-03-23,12:41,Cash,8.5
741,451-73-2711,C,Normal,Male,Food and beverages,84.83,1.0,89.0715,2019-01-14,15:20,Ewallet,8.8
742,373-14-0504,A,Member,Female,Sports and travel,71.63,2.0,150.423,2019-02-12,14:33,Ewallet,8.8
743,546-80-2899,A,Member,Male,Home and lifestyle,37.69,2.0,79.149,2019-02-20,15:29,Ewallet,9.5
744,345-68-9016,C,Member,Female,Sports and travel,31.67,8.0,266.028,2019-01-02,16:19,Credit card,5.6
745,390-17-5806,C,Member,Female,Food and beverages,38.42,1.0,40.341,2019-02-02,16:33,Cash,8.6
746,457-13-1708,B,Member,Male,Fashion accessories,65.23,10.0,684.915,2019-01-08,19:07,Credit card,5.2
747,664-14-2882,C,Member,Female,Home and lifestyle,10.53,5.0,55.2825,2019-01-30,14:43,Credit card,5.8
748,487-79-6868,B,Member,Female,Home and lifestyle,12.29,9.0,116.1405,2019-03-26,19:28,Credit card,8.0
749,314-23-4520,C,Member,Male,Health and beauty,81.23,7.0,597.0405,2019-01-15,20:44,Cash,9.0
750,210-30-7976,B,Member,Female,Fashion accessories,22.32,4.0,93.744,2019-03-14,11:16,Ewallet,4.1
751,585-86-8361,A,Normal,Female,Food and beverages,27.28,5.0,143.22,2019-02-03,10:31,Credit card,8.6
752,807-14-7833,A,Member,Female,Electronic accessories,17.42,10.0,182.91,2019-02-22,12:30,Ewallet,7.0
753,775-72-1988,B,Normal,Male,Home and lifestyle,73.28,5.0,384.72,2019-01-24,15:05,Ewallet,8.4
754,288-38-3758,C,Member,Female,Fashion accessories,84.87,3.0,267.3405,2019-01-25,18:30,Ewallet,7.4
755,652-43-6591,A,Normal,Female,Fashion accessories,97.29,8.0,817.2360000000001,2019-03-09,13:18,Credit card,6.2
756,785-96-0615,B,Member,Female,Electronic accessories,35.74,8.0,300.216,2019-02-17,15:28,Ewallet,4.9
757,406-46-7107,A,Normal,Female,Home and lifestyle,96.52,6.0,608.076,2019-01-11,11:52,Cash,4.5
758,250-17-5703,A,Member,Male,Food and beverages,18.85,10.0,197.925,2019-02-27,18:24,Ewallet,5.6
759,156-95-3964,A,Normal,Female,Food and beverages,55.39,4.0,232.638,2019-03-25,15:19,Ewallet,8.0
760,842-40-8179,B,Member,Female,Food and beverages,77.2,10.0,810.6,2019-02-11,10:38,Credit card,5.6
761,525-09-8450,B,Normal,Male,Electronic accessories,72.13,10.0,757.365,2019-01-31,15:12,Credit card,4.2
762,410-67-1709,A,Member,Female,Fashion accessories,63.88,8.0,536.592,2019-01-20,17:48,Ewallet,9.9
763,587-73-4862,A,Member,Female,Health and beauty,10.69,5.0,56.1225,2019-03-26,11:07,Ewallet,7.6
764,787-87-2010,A,Member,Male,Health and beauty,55.5,4.0,233.1,2019-01-20,15:48,Credit card,6.6
765,593-14-4239,B,Normal,Female,Home and lifestyle,95.46,8.0,801.8639999999999,2019-03-05,19:40,Ewallet,4.7
766,801-88-0346,C,Normal,Female,Fashion accessories,76.06,3.0,239.58900000000003,2019-01-05,20:30,Credit card,9.8
767,388-76-2555,B,Normal,Male,Sports and travel,13.69,6.0,86.24700000000001,2019-02-13,13:59,Cash,6.3
768,711-31-1234,B,Normal,Female,Electronic accessories,95.64,4.0,401.68800000000005,2019-03-16,18:51,Cash,7.9
769,886-54-6089,A,Normal,Female,Home and lifestyle,11.43,6.0,72.009,2019-01-15,17:24,Cash,7.7
770,707-32-7409,B,Member,Female,Sports and travel,95.54,4.0,401.26800000000003,2019-02-26,11:58,Ewallet,4.5
771,759-98-4285,C,Member,Female,Health and beauty,85.87,7.0,631.1445,2019-02-27,19:01,Credit card,8.0
772,201-63-8275,C,Member,Female,Sports and travel,67.99,7.0,499.7265,2019-02-17,16:50,Ewallet,5.7
773,471-06-8611,C,Normal,Female,Food and beverages,52.42,1.0,55.041000000000004,2019-02-06,10:22,Credit card,6.3
774,200-16-5952,C,Member,Male,Food and beverages,65.65,2.0,137.865,2019-01-17,16:46,Cash,6.0
775,120-54-2248,B,Normal,Female,Food and beverages,28.86,5.0,151.515,2019-01-22,18:08,Credit card,8.0
776,102-77-2261,C,Member,Male,Health and beauty,65.31,7.0,480.0285,2019-03-05,18:02,Credit card,4.2
777,875-31-8302,B,Normal,Male,Sports and travel,93.38,1.0,98.04899999999999,2019-01-03,13:07,Cash,9.6
778,102-06-2002,C,Member,Male,Sports and travel,25.25,5.0,132.5625,2019-03-20,17:52,Cash,6.1
779,457-94-0464,B,Member,Male,Electronic accessories,87.87,9.0,830.3715,2019-01-31,20:32,Ewallet,5.6
780,629-42-4133,C,Normal,Male,Health and beauty,21.8,8.0,183.12,2019-02-19,19:24,Cash,8.3
781,534-53-3526,A,Normal,Female,Sports and travel,94.76,4.0,397.99199999999996,2019-02-11,16:06,Ewallet,7.8
782,307-04-2070,A,Member,Female,Fashion accessories,30.62,1.0,32.150999999999996,2019-02-05,14:14,Credit card,4.1
783,468-99-7231,C,Normal,Female,Home and lifestyle,44.01,8.0,369.684,2019-03-03,17:36,Cash,8.8
784,516-77-6464,C,Member,Female,Health and beauty,10.16,5.0,53.34,2019-02-24,13:08,Ewallet,4.1
785,404-91-5964,A,Normal,Male,Electronic accessories,74.58,7.0,548.163,2019-02-04,16:09,Credit card,9.0
786,886-77-9084,C,Normal,Male,Electronic accessories,71.89,8.0,603.876,2019-02-19,11:33,Ewallet,5.5
787,790-38-4466,C,Normal,Female,Health and beauty,10.99,5.0,57.6975,2019-01-23,10:18,Credit card,9.3
788,704-10-4056,C,Member,Male,Health and beauty,60.47,3.0,190.4805,2019-01-14,10:55,Credit card,5.6
789,497-37-6538,A,Normal,Male,Sports and travel,58.91,7.0,432.9885,2019-01-17,15:15,Ewallet,9.7
790,651-96-5970,A,Normal,Male,Fashion accessories,46.41,1.0,48.7305,2019-03-03,20:06,Credit card,4.0
791,400-80-4065,C,Member,Male,Health and beauty,68.55,4.0,287.91,2019-02-15,20:21,Credit card,9.2
792,744-16-7898,B,Normal,Female,Home and lifestyle,97.37,10.0,1022.385,2019-01-15,13:48,Credit card,4.9
793,263-12-5321,A,Member,Male,Electronic accessories,92.6,7.0,680.61,2019-02-27,12:52,Credit card,9.3
794,702-72-0487,A,Normal,Female,Electronic accessories,46.61,2.0,97.881,2019-02-26,12:28,Credit card,6.6
795,605-83-1050,B,Normal,Male,Fashion accessories,27.18,2.0,57.078,2019-03-15,16:26,Ewallet,4.3
796,443-60-9639,C,Member,Female,Home and lifestyle,60.87,1.0,63.9135,2019-01-24,13:24,Cash,5.5
797,864-24-7918,A,Member,Female,Sports and travel,24.49,10.0,257.145,2019-02-22,15:15,Cash,8.1
798,359-94-5395,B,Normal,Male,Health and beauty,92.78,1.0,97.419,2019-03-15,10:50,Credit card,9.8
799,401-09-4232,C,Member,Male,Home and lifestyle,86.69,5.0,455.1225,2019-02-11,18:38,Ewallet,9.4
800,751-15-6198,B,Normal,Male,Sports and travel,23.01,6.0,144.963,2019-01-12,16:45,Ewallet,7.9
801,324-41-6833,C,Member,Female,Electronic accessories,30.2,8.0,253.68,2019-03-03,19:30,Ewallet,5.1
802,474-33-8305,C,Member,Male,Fashion accessories,67.39,7.0,495.3165,2019-03-23,13:23,Ewallet,6.9
803,759-29-9521,A,Member,Female,Fashion accessories,48.96,9.0,462.67199999999997,2019-03-04,11:27,Cash,8.0
804,831-81-6575,B,Member,Female,Electronic accessories,75.59,9.0,714.3255,2019-02-23,11:12,Cash,8.0
805,220-68-6701,A,Normal,Female,Home and lifestyle,77.47,4.0,325.374,2019-03-17,16:36,Cash,4.2
806,618-34-8551,A,Normal,Female,Sports and travel,93.18,2.0,195.678,2019-01-16,18:41,Credit card,8.5
807,257-60-7754,A,Normal,Female,Electronic accessories,50.23,4.0,210.96599999999998,2019-01-08,17:12,Cash,9.0
808,559-61-5987,B,Normal,Female,Health and beauty,17.75,1.0,18.6375,2019-01-14,10:38,Cash,8.6
809,189-55-2313,C,Normal,Female,Fashion accessories,62.18,10.0,652.89,2019-01-31,10:33,Ewallet,6.0
810,565-91-4567,B,Normal,Male,Health and beauty,10.75,8.0,90.3,2019-03-15,14:38,Ewallet,6.2
811,380-60-5336,A,Normal,Female,Electronic accessories,40.26,10.0,422.73,2019-02-24,18:06,Credit card,5.0
812,815-04-6282,C,Member,Female,Sports and travel,64.97,5.0,341.0925,2019-02-08,12:52,Credit card,6.5
813,674-56-6360,A,Normal,Male,Electronic accessories,95.15,1.0,99.9075,2019-03-22,14:00,Cash,6.0
814,778-34-2523,A,Member,Female,Electronic accessories,48.62,8.0,408.408,2019-01-24,10:57,Cash,5.0
815,499-27-7781,B,Normal,Female,Food and beverages,53.21,8.0,446.964,2019-03-14,16:45,Ewallet,5.0
816,477-59-2456,C,Normal,Female,Fashion accessories,45.44,7.0,333.98400000000004,2019-01-23,11:15,Cash,9.2
817,832-51-6761,A,Normal,Male,Food and beverages,33.88,8.0,284.592,2019-01-19,20:29,Ewallet,9.6
818,869-11-3082,B,Member,Male,Health and beauty,96.16,4.0,403.87199999999996,2019-01-27,20:03,Credit card,8.4
819,190-59-3964,B,Member,Male,Food and beverages,47.16,5.0,247.59,2019-02-03,14:35,Credit card,6.0
820,366-43-6862,B,Normal,Male,Electronic accessories,52.89,4.0,222.138,2019-03-25,16:32,Ewallet,6.7
821,186-43-8965,A,Member,Female,Home and lifestyle,47.68,2.0,100.12799999999999,2019-02-24,10:10,Credit card,4.1
822,784-21-9238,C,Member,Male,Sports and travel,10.17,1.0,10.6785,2019-02-07,14:15,Cash,5.9
823,276-75-6884,A,Normal,Female,Health and beauty,68.71,3.0,216.4365,2019-03-04,10:05,Cash,8.7
824,109-86-4363,B,Member,Female,Sports and travel,60.08,7.0,441.588,2019-02-14,11:36,Credit card,4.5
825,569-76-2760,A,Member,Female,Sports and travel,22.01,4.0,92.44200000000001,2019-01-29,18:15,Credit card,6.6
826,222-42-0244,B,Member,Female,Health and beauty,72.11,9.0,681.4395,2019-01-28,13:53,Credit card,7.7
827,760-53-9233,A,Member,Male,Fashion accessories,41.28,3.0,130.032,2019-03-26,18:37,Credit card,8.5
828,538-22-0304,C,Normal,Male,Electronic accessories,64.95,10.0,681.975,2019-03-24,18:27,Cash,5.2
829,416-17-9926,A,Member,Female,Electronic accessories,74.22,10.0,779.31,2019-01-01,14:42,Credit card,4.3
830,237-44-6163,A,Normal,Male,Electronic accessories,10.56,8.0,88.704,2019-01-24,17:43,Cash,7.6
831,636-17-0325,B,Normal,Male,Health and beauty,62.57,4.0,262.79400000000004,2019-02-25,18:37,Cash,9.5
832,343-75-9322,B,Member,Female,Sports and travel,11.85,8.0,99.54,2019-01-09,16:34,Cash,4.1
833,528-14-9470,A,Member,Male,Health and beauty,91.3,1.0,95.865,2019-02-14,14:42,Ewallet,9.2
834,427-45-9297,B,Member,Female,Home and lifestyle,40.73,7.0,299.3655,2019-03-12,11:01,Ewallet,5.4
835,807-34-3742,A,Normal,Male,Fashion accessories,52.38,1.0,54.998999999999995,2019-03-26,19:44,Cash,5.8
836,288-62-1085,A,Member,Male,Fashion accessories,38.54,5.0,202.335,2019-01-09,13:34,Ewallet,5.6
837,670-71-7306,B,Normal,Male,Sports and travel,44.63,6.0,281.16900000000004,2019-01-02,20:08,Credit card,5.1
838,660-29-7083,C,Normal,Male,Electronic accessories,55.87,10.0,586.635,2019-01-15,15:01,Cash,5.8
839,271-77-8740,C,Member,Female,Sports and travel,29.22,6.0,184.08599999999998,2019-01-01,11:40,Ewallet,5.0
840,497-36-0989,A,Normal,Male,Fashion accessories,51.94,3.0,163.611,2019-02-15,15:21,Cash,7.9
841,291-59-1384,B,Normal,Male,Electronic accessories,60.3,1.0,63.315,2019-02-28,17:38,Cash,6.0
842,860-73-6466,A,Member,Female,Sports and travel,39.47,2.0,82.887,2019-03-02,16:16,Credit card,5.0
843,549-23-9016,C,Member,Female,Food and beverages,14.87,2.0,31.226999999999997,2019-02-13,18:15,Credit card,8.9
844,896-34-0956,A,Normal,Male,Fashion accessories,21.32,1.0,22.386,2019-01-26,12:43,Cash,5.9
845,804-38-3935,A,Member,Male,Electronic accessories,93.78,3.0,295.407,2019-01-30,11:32,Credit card,5.9
846,585-90-0249,A,Member,Male,Electronic accessories,73.26,1.0,76.923,2019-01-27,18:08,Ewallet,9.7
847,862-29-5914,C,Normal,Female,Sports and travel,22.38,1.0,23.499000000000002,2019-01-30,17:08,Credit card,8.6
848,845-94-6841,C,Member,Female,Food and beverages,72.88,9.0,688.716,2019-01-08,19:38,Cash,4.0
849,125-45-2293,A,Normal,Female,Fashion accessories,99.1,6.0,624.33,2019-01-19,13:11,Cash,4.2
850,843-73-4724,A,Normal,Male,Fashion accessories,74.1,1.0,77.805,2019-01-25,11:05,Cash,9.2
851,409-33-9708,A,Normal,Female,Fashion accessories,98.48,2.0,206.808,2019-02-19,10:12,Ewallet,9.2
852,658-66-3967,C,Normal,Male,Health and beauty,53.19,7.0,390.9465,2019-01-14,15:42,Ewallet,5.0
853,866-70-2814,B,Normal,Female,Electronic accessories,52.79,10.0,554.295,2019-02-25,11:58,Ewallet,10.0
854,160-22-2687,A,Member,Female,Health and beauty,95.95,5.0,503.7375,2019-01-23,14:21,Ewallet,8.8
855,895-03-6665,B,Normal,Female,Fashion accessories,36.51,9.0,345.0195,2019-02-16,10:52,Cash,4.2
856,770-42-8960,B,Normal,Male,Food and beverages,21.12,8.0,177.408,2019-01-01,19:31,Cash,6.3
857,748-45-2862,A,Member,Female,Home and lifestyle,28.31,4.0,118.902,2019-03-07,18:35,Cash,8.2
858,234-36-2483,B,Normal,Male,Health and beauty,57.59,6.0,362.81699999999995,2019-02-15,13:51,Cash,5.1
859,316-66-3011,A,Member,Female,Food and beverages,47.63,9.0,450.1035,2019-01-23,12:35,Cash,5.0
860,848-95-6252,C,Member,Female,Home and lifestyle,86.27,1.0,90.5835,2019-02-20,13:24,Ewallet,7.0
861,840-76-5966,A,Member,Male,Sports and travel,12.76,2.0,26.796,2019-01-08,18:06,Ewallet,7.8
862,152-03-4217,B,Normal,Female,Home and lifestyle,11.28,9.0,106.596,2019-03-17,11:55,Credit card,4.3
863,533-66-5566,B,Normal,Female,Home and lifestyle,51.07,7.0,375.3645,2019-01-12,11:42,Cash,7.0
864,124-31-1458,A,Member,Female,Electronic accessories,79.59,3.0,250.7085,2019-01-08,14:30,Cash,6.6
865,176-78-1170,C,Member,Male,Health and beauty,33.81,3.0,106.5015,2019-01-26,15:11,Ewallet,7.3
866,361-59-0574,B,Member,Male,Sports and travel,90.53,8.0,760.452,2019-03-15,14:48,Credit card,6.5
867,101-81-4070,C,Member,Female,Health and beauty,62.82,2.0,131.922,2019-01-17,12:36,Ewallet,4.9
868,631-34-1880,C,Member,Male,Food and beverages,24.31,3.0,76.5765,2019-01-08,19:09,Credit card,4.3
869,852-82-2749,A,Normal,Male,Sports and travel,64.59,4.0,271.278,2019-01-06,13:35,Ewallet,9.3
870,873-14-6353,A,Member,Male,Food and beverages,24.82,7.0,182.42700000000002,2019-02-16,10:33,Credit card,7.1
871,584-66-4073,C,Normal,Male,Fashion accessories,56.5,1.0,59.325,2019-03-13,15:45,Ewallet,9.6
872,544-55-9589,B,Member,Female,Electronic accessories,21.43,10.0,225.015,2019-01-28,11:51,Cash,6.2
873,166-19-2553,A,Member,Male,Sports and travel,89.06,6.0,561.078,2019-01-18,17:26,Cash,9.9
874,737-88-5876,A,Member,Male,Home and lifestyle,23.29,4.0,97.818,2019-03-19,11:52,Credit card,5.9
875,154-87-7367,C,Normal,Male,Home and lifestyle,65.26,8.0,548.184,2019-03-15,14:04,Ewallet,6.3
876,885-56-0389,C,Member,Male,Fashion accessories,52.35,1.0,54.9675,2019-02-12,17:49,Cash,4.0
877,608-05-3804,B,Member,Male,Electronic accessories,39.75,1.0,41.7375,2019-02-25,20:19,Cash,6.1
878,448-61-3783,A,Normal,Female,Electronic accessories,90.02,8.0,756.168,2019-03-21,16:08,Credit card,4.5
879,761-49-0439,B,Member,Female,Electronic accessories,12.1,8.0,101.64,2019-01-19,10:17,Ewallet,8.6
880,490-95-0021,B,Member,Female,Food and beverages,33.21,10.0,348.705,2019-01-08,14:25,Ewallet,6.0
881,115-38-7388,C,Member,Female,Fashion accessories,10.18,8.0,85.512,2019-03-30,12:51,Credit card,9.5
882,311-13-6971,B,Member,Male,Sports and travel,31.99,10.0,335.895,2019-02-20,15:18,Credit card,9.9
883,291-55-6563,A,Member,Female,Home and lifestyle,34.42,6.0,216.84599999999998,2019-03-30,12:45,Ewallet,7.5
884,548-48-3156,A,Member,Female,Food and beverages,83.34,2.0,175.014,2019-03-19,13:37,Cash,7.6
885,460-93-5834,A,Normal,Male,Sports and travel,45.58,7.0,335.01300000000003,2019-01-13,10:03,Cash,5.0
886,325-89-4209,A,Member,Male,Food and beverages,87.9,1.0,92.295,2019-02-05,19:42,Ewallet,6.7
887,884-80-6021,A,Member,Female,Electronic accessories,73.47,10.0,771.435,2019-03-23,13:14,Ewallet,9.5
888,137-74-8729,C,Normal,Female,Fashion accessories,12.19,8.0,102.396,2019-03-13,12:47,Ewallet,6.8
889,880-46-5796,A,Member,Male,Sports and travel,76.92,10.0,807.66,2019-03-17,19:53,Ewallet,5.6
890,389-70-2397,C,Normal,Female,Health and beauty,83.66,5.0,439.215,2019-02-21,10:26,Cash,7.2
891,114-35-5271,B,Normal,Female,Electronic accessories,57.91,8.0,486.444,2019-02-07,15:06,Cash,8.1
892,607-76-6216,C,Member,Female,Fashion accessories,92.49,5.0,485.5725,2019-03-02,16:35,Credit card,8.6
893,715-20-1673,B,Normal,Male,Electronic accessories,28.38,5.0,148.995,2019-03-06,20:57,Cash,9.4
894,811-35-1094,B,Member,Male,Electronic accessories,50.45,6.0,317.835,2019-02-06,15:16,Credit card,8.9
895,699-88-1972,B,Normal,Male,Health and beauty,99.16,8.0,832.944,2019-01-28,17:47,Credit card,4.2
896,781-84-8059,C,Normal,Male,Fashion accessories,60.74,7.0,446.439,2019-01-18,16:23,Ewallet,5.0
897,409-49-6995,C,Member,Female,Food and beverages,47.27,6.0,297.801,2019-02-05,10:17,Cash,8.8
898,725-54-0677,C,Member,Male,Health and beauty,85.6,7.0,629.16,2019-03-02,13:50,Cash,5.3
899,146-09-5432,A,Member,Male,Food and beverages,35.04,9.0,331.12800000000004,2019-02-09,19:17,Ewallet,4.6
900,377-79-7592,C,Member,Female,Electronic accessories,44.84,9.0,423.73800000000006,2019-01-14,14:00,Credit card,7.5
901,509-10-0516,B,Normal,Male,Home and lifestyle,45.97,4.0,193.074,2019-02-09,12:02,Ewallet,5.1
902,595-94-9924,A,Member,Female,Health and beauty,27.73,5.0,145.5825,2019-03-26,20:21,Credit card,4.2
903,865-41-9075,A,Normal,Male,Food and beverages,11.53,7.0,84.7455,2019-01-28,17:35,Cash,8.1
904,545-07-8534,C,Normal,Female,Health and beauty,58.32,2.0,122.47200000000001,2019-02-14,12:42,Ewallet,6.0
905,118-62-1812,C,Member,Female,Home and lifestyle,78.38,4.0,329.19599999999997,2019-03-24,17:56,Cash,7.9
906,450-42-3339,C,Normal,Male,Health and beauty,84.61,10.0,888.405,2019-02-09,18:58,Credit card,8.8
907,851-98-3555,B,Normal,Female,Health and beauty,82.88,5.0,435.12,2019-03-24,14:08,Credit card,6.6
908,186-71-5196,A,Member,Female,Food and beverages,79.54,2.0,167.03400000000002,2019-03-27,16:30,Ewallet,6.2
909,624-01-8356,B,Normal,Female,Home and lifestyle,49.01,10.0,514.605,2019-01-27,10:44,Credit card,4.2
910,313-66-9943,B,Member,Female,Food and beverages,29.15,3.0,91.8225,2019-03-27,20:29,Credit card,7.3
911,151-27-8496,C,Normal,Female,Electronic accessories,56.13,4.0,235.74599999999998,2019-01-19,11:43,Ewallet,8.6
912,453-33-6436,A,Normal,Female,Home and lifestyle,93.12,8.0,782.2080000000001,2019-02-07,10:09,Cash,6.8
913,522-57-8364,A,Member,Male,Fashion accessories,51.34,8.0,431.256,2019-01-31,10:00,Ewallet,7.6
914,459-45-2396,A,Member,Female,Food and beverages,99.6,3.0,313.74,2019-02-25,18:45,Cash,5.8
915,717-96-4189,C,Normal,Female,Electronic accessories,35.49,6.0,223.58700000000002,2019-02-02,12:40,Cash,4.1
916,722-13-2115,C,Member,Male,Sports and travel,42.85,1.0,44.9925,2019-03-14,15:36,Credit card,9.3
917,749-81-8133,A,Normal,Female,Fashion accessories,94.67,4.0,397.61400000000003,2019-03-11,12:04,Cash,6.8
918,777-67-2495,B,Normal,Male,Home and lifestyle,68.97,3.0,217.2555,2019-02-22,11:26,Ewallet,8.7
919,636-98-3364,B,Member,Female,Electronic accessories,26.26,3.0,82.719,2019-03-02,12:36,Ewallet,6.3
920,246-55-6923,C,Member,Female,Home and lifestyle,35.79,9.0,338.2155,2019-03-10,15:06,Credit card,5.1
921,181-82-6255,B,Normal,Female,Home and lifestyle,16.37,6.0,103.131,2019-02-08,10:58,Cash,7.0
922,838-02-1821,C,Member,Female,Home and lifestyle,12.73,2.0,26.733,2019-02-22,12:10,Credit card,5.2
923,887-42-0517,C,Normal,Female,Sports and travel,83.14,7.0,611.0790000000001,2019-01-10,10:31,Credit card,6.6
924,457-12-0244,C,Member,Female,Sports and travel,35.22,6.0,221.886,2019-03-14,13:49,Ewallet,6.5
925,226-34-0034,B,Normal,Female,Electronic accessories,13.78,4.0,57.876000000000005,2019-01-10,11:10,Ewallet,9.0
926,321-49-7382,B,Member,Male,Sports and travel,88.31,1.0,92.7255,2019-02-15,17:38,Credit card,5.2
927,397-25-8725,A,Member,Female,Health and beauty,39.62,9.0,374.409,2019-01-13,17:54,Credit card,6.8
928,431-66-2305,B,Normal,Female,Electronic accessories,88.25,9.0,833.9625,2019-02-15,20:51,Credit card,7.6
929,825-94-5922,B,Normal,Male,Sports and travel,25.31,2.0,53.151,2019-03-02,19:26,Ewallet,7.2
930,641-62-7288,B,Normal,Male,Home and lifestyle,99.92,6.0,629.496,2019-03-24,13:33,Ewallet,7.1
931,756-93-1854,C,Member,Female,Fashion accessories,83.35,2.0,175.035,2019-02-02,14:05,Credit card,9.5
932,243-55-8457,A,Normal,Female,Food and beverages,74.44,10.0,781.62,2019-02-27,11:40,Ewallet,5.1
933,458-10-8612,C,Normal,Male,Health and beauty,64.08,7.0,470.98800000000006,2019-01-20,12:27,Ewallet,7.6
934,501-61-1753,B,Normal,Female,Home and lifestyle,63.15,6.0,397.845,2019-01-03,20:24,Ewallet,9.8
935,235-06-8510,C,Member,Male,Home and lifestyle,85.72,3.0,270.018,2019-01-24,20:59,Ewallet,5.1
936,433-08-7822,C,Normal,Female,Health and beauty,78.89,7.0,579.8415,2019-01-05,19:48,Ewallet,7.5
937,361-85-2571,A,Normal,Female,Sports and travel,89.48,5.0,469.77,2019-03-30,10:18,Cash,7.4
938,131-70-8179,A,Member,Female,Health and beauty,92.09,3.0,290.0835,2019-02-17,16:27,Cash,4.2
939,500-02-2261,C,Normal,Female,Food and beverages,57.29,6.0,360.92699999999996,2019-03-21,17:04,Ewallet,5.9
940,720-72-2436,A,Normal,Male,Food and beverages,66.52,4.0,279.384,2019-03-02,18:14,Ewallet,6.9
941,702-83-5291,C,Member,Male,Fashion accessories,99.82,9.0,943.299,2019-03-27,10:43,Cash,6.6
942,809-69-9497,A,Normal,Female,Home and lifestyle,45.68,10.0,479.64,2019-01-19,19:30,Ewallet,5.7
943,449-16-6770,A,Normal,Male,Health and beauty,50.79,5.0,266.6475,2019-02-19,14:53,Credit card,5.3
944,333-23-2632,A,Member,Male,Health and beauty,10.08,7.0,74.08800000000001,2019-03-28,20:14,Cash,4.2
945,489-82-1237,A,Normal,Female,Electronic accessories,93.88,7.0,690.018,2019-01-05,11:51,Credit card,7.3
946,859-97-6048,C,Member,Male,Electronic accessories,84.25,2.0,176.925,2019-03-26,14:13,Credit card,5.3
947,676-10-2200,B,Member,Male,Fashion accessories,53.78,1.0,56.468999999999994,2019-02-03,20:13,Ewallet,4.7
948,373-88-1424,C,Member,Male,Home and lifestyle,35.81,5.0,188.0025,2019-02-06,18:44,Ewallet,7.9
949,365-16-4334,B,Normal,Female,Food and beverages,26.43,8.0,222.012,2019-02-24,14:26,Ewallet,8.9
950,503-21-4385,B,Member,Male,Health and beauty,39.91,3.0,125.7165,2019-02-21,12:40,Ewallet,9.3
951,305-89-2768,B,Member,Female,Home and lifestyle,21.9,3.0,68.985,2019-01-09,18:43,Ewallet,4.7
952,574-80-1489,B,Member,Female,Food and beverages,62.85,4.0,263.97,2019-02-25,13:22,Ewallet,8.7
953,784-08-0310,C,Member,Female,Food and beverages,21.04,4.0,88.368,2019-01-13,13:58,Cash,7.6
954,200-40-6154,B,Member,Male,Home and lifestyle,65.91,6.0,415.233,2019-02-09,11:45,Cash,5.7
955,846-10-0341,A,Normal,Female,Fashion accessories,42.57,7.0,312.8895,2019-01-06,11:51,Cash,6.8
956,577-34-7579,C,Member,Male,Food and beverages,50.49,9.0,477.1305,2019-01-10,17:16,Cash,5.4
